Timestamp: Tue Sep 16 23:07:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:38:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:39:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:40:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:41:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:42:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:43:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:44:43 CEST 2025, Queue Size: 0
